Logon Time,User Name,Domain,Logon Type,Status
08/22/2024 08:11:45,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:45,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,DWM-1,Window Manager,Interactive (Local Logon),Success
08/22/2024 08:11:44,DWM-1,Window Manager,Interactive (Local Logon),Success
08/22/2024 08:11:44,LOCAL SERVICE,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,NETWORK SERVICE,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:44,UMFD-0,Font Driver Host,Interactive (Local Logon),Success
08/22/2024 08:11:44,UMFD-1,Font Driver Host,Interactive (Local Logon),Success
08/22/2024 08:11:44,SYSTEM,NT AUTHORITY,Unknown,Success
08/22/2024 08:11:27,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:22,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:18,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:18,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:17,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:11:15,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:23,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:21,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:14,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:13,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:12,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:12,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:12,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:12,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:12,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:11,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:11,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:11,LOCAL SERVICE,NT AUTHORITY,Service,Success
08/22/2024 08:10:11,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:10,DWM-1,Window Manager,Interactive (Local Logon),Success
08/22/2024 08:10:10,DWM-1,Window Manager,Interactive (Local Logon),Success
08/22/2024 08:10:10,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:10,NETWORK SERVICE,NT AUTHORITY,Service,Success
08/22/2024 08:10:10,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:10:10,UMFD-0,Font Driver Host,Interactive (Local Logon),Success
08/22/2024 08:10:10,UMFD-1,Font Driver Host,Interactive (Local Logon),Success
08/22/2024 08:10:10,SYSTEM,NT AUTHORITY,Unknown,Success
08/22/2024 08:08:27,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:08:26,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:03:38,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:03:36,SYSTEM,NT AUTHORITY,Service,Success
08/22/2024 08:03:35,SYSTEM,NT AUTHORITY,Service,Success

SUMMARY
User Name,Login Count
Test-Lab,15
UMFD-0,5
LOCAL SERVICE,5
DWM-1,10
defaultuser0,2
DWM-2,2
UMFD-1,5
SYSTEM,313
NETWORK SERVICE,5
UMFD-2,1

NEXT STEPS
1. Review any users with a high number of failed logon attempts for potential security risks.
2. Investigate any unusual logon types, such as unexpected RemoteInteractive or NetworkCleartext logons.
3. Cross-check successful logins against known user activities to ensure no unauthorized access occurred.

